order_details_id,order_id,pizza_id,quantity,order_datetime,order_type
9884,4326,spicy_ital_s,1,2015-03-21 18:00:08,Takeaway
9885,4327,prsc_argla_l,1,2015-03-12 12:37:11,Dine-in
9886,4328,sicilian_l,1,2015-03-20 19:49:26,Takeaway
9887,4329,calabrese_m,1,2015-03-25 22:25:51,Takeaway
9888,4329,sicilian_m,1,2015-03-25 22:25:51,Takeaway
9889,4330,cali_ckn_m,1,2015-03-13 11:52:46,Takeaway
9890,4330,classic_dlx_m,1,2015-03-13 11:52:46,Takeaway
9891,4330,the_greek_xl,1,2015-03-13 11:52:46,Takeaway
9892,4331,four_cheese_l,1,2015-03-19 21:47:49,Dine-in
9893,4331,pepperoni_m,1,2015-03-19 21:47:49,Dine-in
9894,4332,bbq_ckn_l,1,2015-03-09 14:22:08,Delivery
9895,4333,big_meat_s,1,2015-03-19 15:57:26,Delivery
9896,4333,spinach_fet_s,1,2015-03-19 15:57:26,Delivery
9897,4334,peppr_salami_l,1,2015-03-16 15:00:27,Delivery
9898,4335,mexicana_l,1,2015-03-18 21:20:34,Takeaway
9899,4336,sicilian_m,1,2015-03-12 17:56:42,Dine-in
9900,4337,hawaiian_s,1,2015-03-06 16:18:37,Dine-in
9901,4337,spicy_ital_l,1,2015-03-06 16:18:37,Dine-in
9902,4338,spicy_ital_l,1,2015-03-18 20:28:31,Takeaway
9903,4339,soppressata_s,1,2015-03-04 12:49:40,Takeaway
9904,4340,calabrese_m,1,2015-03-14 12:25:02,Delivery
9905,4340,ital_cpcllo_l,1,2015-03-14 12:25:02,Delivery
9906,4341,pep_msh_pep_l,1,2015-03-21 11:33:55,Dine-in
9907,4341,prsc_argla_l,1,2015-03-21 11:33:55,Dine-in
9908,4342,ital_supr_l,1,2015-03-17 19:50:08,Delivery
9909,4342,pep_msh_pep_s,1,2015-03-17 19:50:08,Delivery
9910,4342,peppr_salami_s,1,2015-03-17 19:50:08,Delivery
9911,4342,spinach_supr_m,1,2015-03-17 19:50:08,Delivery
9912,4343,hawaiian_s,1,2015-03-26 18:16:02,Takeaway
9913,4343,ital_supr_m,1,2015-03-26 18:16:02,Takeaway
9914,4343,napolitana_l,1,2015-03-26 18:16:02,Takeaway
9915,4343,prsc_argla_m,1,2015-03-26 18:16:02,Takeaway
9916,4344,pep_msh_pep_l,1,2015-03-21 21:17:50,Delivery
9917,4344,pepperoni_m,1,2015-03-21 21:17:50,Delivery
9918,4345,cali_ckn_m,1,2015-03-12 17:53:35,Takeaway
9919,4345,napolitana_m,1,2015-03-12 17:53:35,Takeaway
9920,4345,the_greek_s,1,2015-03-12 17:53:35,Takeaway
9921,4346,cali_ckn_m,1,2015-03-16 14:31:12,Dine-in
9922,4346,thai_ckn_m,1,2015-03-16 14:31:12,Dine-in
9923,4347,brie_carre_s,1,2015-03-15 20:55:48,Takeaway
9924,4348,veggie_veg_s,1,2015-03-07 14:03:33,Takeaway
9925,4349,napolitana_l,1,2015-03-10 22:29:29,Takeaway
9926,4350,cali_ckn_l,1,2015-03-13 14:30:15,Delivery
9927,4350,classic_dlx_m,1,2015-03-13 14:30:15,Delivery
9928,4350,five_cheese_l,1,2015-03-13 14:30:15,Delivery
9929,4350,spicy_ital_l,1,2015-03-13 14:30:15,Delivery
9930,4351,bbq_ckn_m,1,2015-03-05 13:17:32,Dine-in
9931,4351,hawaiian_m,1,2015-03-05 13:17:32,Dine-in
9932,4351,ital_supr_l,1,2015-03-05 13:17:32,Dine-in
9933,4351,spinach_fet_s,1,2015-03-05 13:17:32,Dine-in
9934,4352,big_meat_s,1,2015-03-16 17:04:34,Dine-in
9935,4352,ckn_pesto_s,1,2015-03-16 17:04:34,Dine-in
9936,4353,ital_veggie_l,1,2015-03-14 12:31:15,Dine-in
9937,4354,spin_pesto_s,1,2015-03-07 11:28:37,Dine-in
9938,4354,the_greek_xl,1,2015-03-07 11:28:37,Dine-in
9939,4355,four_cheese_m,1,2015-03-18 17:11:39,Takeaway
9940,4356,bbq_ckn_m,1,2015-03-20 13:14:04,Dine-in
9941,4356,cali_ckn_m,1,2015-03-20 13:14:04,Dine-in
9942,4356,napolitana_s,1,2015-03-20 13:14:04,Dine-in
9943,4356,sicilian_s,2,2015-03-20 13:14:04,Dine-in
9944,4357,bbq_ckn_m,1,2015-03-17 11:14:07,Dine-in
9945,4357,big_meat_s,1,2015-03-17 11:14:07,Dine-in
9946,4357,hawaiian_m,1,2015-03-17 11:14:07,Dine-in
9947,4357,pep_msh_pep_l,1,2015-03-17 11:14:07,Dine-in
9948,4358,classic_dlx_s,1,2015-03-14 14:34:53,Delivery
9949,4358,five_cheese_l,1,2015-03-14 14:34:53,Delivery
9950,4358,pepperoni_m,1,2015-03-14 14:34:53,Delivery
9951,4359,ital_supr_l,1,2015-03-19 16:52:32,Dine-in
9952,4359,napolitana_s,1,2015-03-19 16:52:32,Dine-in
9953,4359,veggie_veg_s,1,2015-03-19 16:52:32,Dine-in
9954,4360,ital_supr_m,1,2015-03-20 15:34:50,Takeaway
9955,4361,ital_cpcllo_l,1,2015-03-18 13:42:29,Dine-in
9956,4362,calabrese_s,1,2015-03-11 18:51:01,Delivery
9957,4363,calabrese_m,2,2015-03-17 20:52:37,Takeaway
9958,4363,four_cheese_l,1,2015-03-17 20:52:37,Takeaway
9959,4363,green_garden_m,1,2015-03-17 20:52:37,Takeaway
9960,4363,hawaiian_l,1,2015-03-17 20:52:37,Takeaway
9961,4363,ital_supr_m,1,2015-03-17 20:52:37,Takeaway
9962,4363,pepperoni_s,1,2015-03-17 20:52:37,Takeaway
9963,4363,peppr_salami_s,1,2015-03-17 20:52:37,Takeaway
9964,4363,spinach_fet_s,1,2015-03-17 20:52:37,Takeaway
9965,4363,thai_ckn_s,1,2015-03-17 20:52:37,Takeaway
9966,4363,the_greek_l,1,2015-03-17 20:52:37,Takeaway
9967,4364,five_cheese_l,1,2015-03-22 19:13:55,Delivery
9968,4364,four_cheese_l,2,2015-03-22 19:13:55,Delivery
9969,4364,ital_cpcllo_l,1,2015-03-22 19:13:55,Delivery
9970,4364,ital_supr_m,2,2015-03-22 19:13:55,Delivery
9971,4364,mediterraneo_s,1,2015-03-22 19:13:55,Delivery
9972,4364,mexicana_s,2,2015-03-22 19:13:55,Delivery
9973,4364,spinach_fet_s,1,2015-03-22 19:13:55,Delivery
9974,4364,thai_ckn_l,1,2015-03-22 19:13:55,Delivery
9975,4365,ckn_pesto_m,1,2015-03-13 15:38:37,Dine-in
9976,4365,veggie_veg_l,1,2015-03-13 15:38:37,Dine-in
9977,4366,four_cheese_l,1,2015-03-27 13:17:19,Dine-in
9978,4367,cali_ckn_m,1,2015-03-13 17:37:51,Dine-in
9979,4368,bbq_ckn_l,1,2015-03-16 21:21:08,Delivery
9980,4369,pepperoni_l,1,2015-03-12 16:37:00,Takeaway
9981,4369,spinach_fet_l,1,2015-03-12 16:37:00,Takeaway
9982,4370,ital_cpcllo_m,1,2015-03-17 13:54:01,Dine-in
9983,4371,big_meat_s,1,2015-03-06 12:10:51,Delivery
9984,4371,five_cheese_l,1,2015-03-06 12:10:51,Delivery
9985,4371,green_garden_s,1,2015-03-06 12:10:51,Delivery
9986,4372,big_meat_s,1,2015-03-13 22:02:18,Takeaway
9987,4372,mexicana_l,1,2015-03-13 22:02:18,Takeaway
9988,4372,pepperoni_m,1,2015-03-13 22:02:18,Takeaway
9989,4372,southw_ckn_m,1,2015-03-13 22:02:18,Takeaway
9990,4373,big_meat_s,1,2015-03-10 20:52:15,Takeaway
9991,4374,bbq_ckn_s,2,2015-03-17 14:13:40,Delivery
9992,4375,big_meat_s,1,2015-03-22 14:43:04,Takeaway
9993,4375,spicy_ital_m,1,2015-03-22 14:43:04,Takeaway
9994,4375,spin_pesto_s,1,2015-03-22 14:43:04,Takeaway
9995,4376,peppr_salami_m,1,2015-03-20 21:24:31,Dine-in
9996,4376,sicilian_s,1,2015-03-20 21:24:31,Dine-in
9997,4377,four_cheese_l,1,2015-03-03 13:13:55,Delivery
9998,4377,sicilian_s,2,2015-03-03 13:13:55,Delivery
9999,4377,spinach_supr_s,1,2015-03-03 13:13:55,Delivery
10000,4378,soppressata_s,1,2015-03-27 18:46:19,Dine-in
10001,4378,thai_ckn_l,1,2015-03-27 18:46:19,Dine-in
10002,4379,mexicana_l,1,2015-03-18 20:30:42,Dine-in
10003,4379,napolitana_m,1,2015-03-18 20:30:42,Dine-in
10004,4379,pepperoni_m,1,2015-03-18 20:30:42,Dine-in
10005,4380,pep_msh_pep_m,1,2015-03-12 15:24:51,Dine-in
10006,4380,spinach_fet_m,1,2015-03-12 15:24:51,Dine-in
10007,4380,thai_ckn_l,1,2015-03-12 15:24:51,Dine-in
10008,4381,ital_cpcllo_s,1,2015-03-17 11:54:13,Dine-in
10009,4381,pep_msh_pep_s,1,2015-03-17 11:54:13,Dine-in
10010,4381,sicilian_l,1,2015-03-17 11:54:13,Dine-in
10011,4381,spicy_ital_l,1,2015-03-17 11:54:13,Dine-in
10012,4382,ckn_alfredo_m,1,2015-03-17 14:40:57,Takeaway
10013,4382,thai_ckn_l,1,2015-03-17 14:40:57,Takeaway
10014,4383,brie_carre_s,1,2015-03-13 21:18:12,Delivery
10015,4383,calabrese_l,1,2015-03-13 21:18:12,Delivery
10016,4383,the_greek_m,1,2015-03-13 21:18:12,Delivery
10017,4384,bbq_ckn_l,1,2015-03-17 18:11:26,Delivery
10018,4384,soppressata_m,1,2015-03-17 18:11:26,Delivery
10019,4385,ckn_alfredo_m,1,2015-03-13 20:06:34,Delivery
10020,4385,classic_dlx_m,1,2015-03-13 20:06:34,Delivery
10021,4385,spicy_ital_l,1,2015-03-13 20:06:34,Delivery
10022,4385,spicy_ital_m,1,2015-03-13 20:06:34,Delivery
10023,4386,classic_dlx_s,1,2015-03-14 18:48:56,Takeaway
10024,4386,napolitana_m,1,2015-03-14 18:48:56,Takeaway
10025,4386,prsc_argla_l,1,2015-03-14 18:48:56,Takeaway
10026,4387,mexicana_s,1,2015-03-13 22:13:57,Delivery
10027,4387,spinach_supr_s,1,2015-03-13 22:13:57,Delivery
10028,4388,spicy_ital_l,1,2015-03-08 21:28:33,Takeaway
10029,4389,classic_dlx_l,1,2015-03-17 17:46:58,Takeaway
10030,4389,the_greek_s,1,2015-03-17 17:46:58,Takeaway
10031,4390,bbq_ckn_s,1,2015-03-20 14:13:15,Delivery
10032,4390,thai_ckn_l,1,2015-03-20 14:13:15,Delivery
10033,4391,cali_ckn_s,1,2015-03-19 19:22:27,Takeaway
10034,4391,green_garden_s,1,2015-03-19 19:22:27,Takeaway
10035,4391,pep_msh_pep_l,1,2015-03-19 19:22:27,Takeaway
10036,4391,thai_ckn_l,1,2015-03-19 19:22:27,Takeaway
10037,4392,ital_cpcllo_m,1,2015-03-21 19:50:42,Delivery
10038,4392,veggie_veg_m,1,2015-03-21 19:50:42,Delivery
10039,4393,hawaiian_s,1,2015-03-18 17:50:34,Takeaway
10040,4393,spinach_fet_s,1,2015-03-18 17:50:34,Takeaway
10041,4394,classic_dlx_s,1,2015-03-13 20:13:14,Dine-in
10042,4394,napolitana_l,1,2015-03-13 20:13:14,Dine-in
10043,4395,ital_cpcllo_l,1,2015-03-21 13:22:02,Delivery
10044,4395,spin_pesto_l,1,2015-03-21 13:22:02,Delivery
10045,4395,spinach_fet_m,1,2015-03-21 13:22:02,Delivery
10046,4396,bbq_ckn_m,1,2015-03-09 14:07:26,Delivery
10047,4396,pep_msh_pep_s,1,2015-03-09 14:07:26,Delivery
10048,4396,prsc_argla_s,1,2015-03-09 14:07:26,Delivery
10049,4397,bbq_ckn_m,1,2015-03-12 19:12:26,Dine-in
10050,4397,bbq_ckn_s,1,2015-03-12 19:12:26,Dine-in
10051,4397,hawaiian_m,1,2015-03-12 19:12:26,Dine-in
10052,4398,thai_ckn_m,1,2015-03-11 14:35:50,Delivery
10053,4399,big_meat_s,1,2015-03-22 16:43:03,Takeaway
10054,4400,ital_cpcllo_l,1,2015-03-22 22:00:20,Delivery
10055,4400,southw_ckn_l,1,2015-03-22 22:00:20,Delivery
10056,4400,veggie_veg_l,1,2015-03-22 22:00:20,Delivery
10057,4401,four_cheese_l,1,2015-03-19 19:36:21,Dine-in
10058,4401,thai_ckn_l,1,2015-03-19 19:36:21,Dine-in
10059,4401,thai_ckn_m,1,2015-03-19 19:36:21,Dine-in
10060,4402,hawaiian_m,1,2015-03-22 22:25:04,Delivery
10061,4403,classic_dlx_s,1,2015-03-12 20:03:40,Dine-in
10062,4403,hawaiian_s,1,2015-03-12 20:03:40,Dine-in
10063,4404,napolitana_s,1,2015-03-18 20:15:38,Delivery
10064,4404,spicy_ital_l,1,2015-03-18 20:15:38,Delivery
10065,4405,big_meat_s,1,2015-03-16 19:24:22,Delivery
10066,4405,ital_cpcllo_s,1,2015-03-16 19:24:22,Delivery
10067,4406,peppr_salami_l,1,2015-03-21 13:18:22,Delivery
10068,4406,prsc_argla_m,1,2015-03-21 13:18:22,Delivery
10069,4406,sicilian_s,1,2015-03-21 13:18:22,Delivery
10070,4407,veggie_veg_m,1,2015-03-16 17:19:12,Delivery
10071,4408,spin_pesto_m,1,2015-03-15 14:25:59,Delivery
10072,4409,peppr_salami_m,1,2015-03-20 22:50:26,Dine-in
10073,4410,the_greek_xl,1,2015-03-21 14:31:54,Dine-in
10074,4411,pepperoni_l,1,2015-03-13 14:02:49,Dine-in
10075,4412,four_cheese_m,1,2015-03-16 19:47:55,Takeaway
10076,4412,pep_msh_pep_m,1,2015-03-16 19:47:55,Takeaway
10077,4413,classic_dlx_m,1,2015-03-11 17:06:14,Takeaway
10078,4414,classic_dlx_m,1,2015-03-03 11:31:11,Dine-in
10079,4415,cali_ckn_m,1,2015-03-18 13:04:09,Dine-in
10080,4416,five_cheese_l,1,2015-03-20 20:20:48,Delivery
10081,4416,four_cheese_l,1,2015-03-20 20:20:48,Delivery
10082,4416,peppr_salami_m,1,2015-03-20 20:20:48,Delivery
10083,4416,spinach_fet_l,1,2015-03-20 20:20:48,Delivery
10084,4416,the_greek_m,1,2015-03-20 20:20:48,Delivery
10085,4416,veggie_veg_m,1,2015-03-20 20:20:48,Delivery
10086,4417,pep_msh_pep_s,1,2015-03-18 17:29:37,Dine-in
10087,4418,four_cheese_m,1,2015-03-06 13:19:27,Delivery
10088,4419,ckn_pesto_s,1,2015-03-15 16:57:42,Dine-in
10089,4420,big_meat_s,1,2015-03-05 14:28:34,Takeaway
10090,4420,southw_ckn_l,1,2015-03-05 14:28:34,Takeaway
10091,4421,classic_dlx_l,1,2015-03-24 14:23:37,Takeaway
10092,4422,bbq_ckn_l,1,2015-03-11 22:00:53,Dine-in
10093,4422,four_cheese_m,1,2015-03-11 22:00:53,Dine-in
10094,4422,hawaiian_l,1,2015-03-11 22:00:53,Dine-in
10095,4422,napolitana_l,2,2015-03-11 22:00:53,Dine-in
10096,4422,napolitana_s,1,2015-03-11 22:00:53,Dine-in
10097,4422,pep_msh_pep_l,1,2015-03-11 22:00:53,Dine-in
10098,4422,prsc_argla_m,1,2015-03-11 22:00:53,Dine-in
10099,4422,spinach_fet_s,1,2015-03-11 22:00:53,Dine-in
10100,4422,thai_ckn_m,1,2015-03-11 22:00:53,Dine-in
10101,4422,thai_ckn_s,1,2015-03-11 22:00:53,Dine-in
10102,4422,the_greek_l,1,2015-03-11 22:00:53,Dine-in
10103,4423,ckn_alfredo_s,1,2015-03-24 15:42:55,Takeaway
10104,4423,ckn_pesto_m,1,2015-03-24 15:42:55,Takeaway
10105,4423,hawaiian_l,1,2015-03-24 15:42:55,Takeaway
10106,4423,hawaiian_s,1,2015-03-24 15:42:55,Takeaway
10107,4423,peppr_salami_m,1,2015-03-24 15:42:55,Takeaway
10108,4423,spinach_fet_m,1,2015-03-24 15:42:55,Takeaway
10109,4423,spinach_fet_s,1,2015-03-24 15:42:55,Takeaway
10110,4424,five_cheese_l,1,2015-03-22 12:24:19,Dine-in
10111,4425,big_meat_s,1,2015-03-12 22:26:11,Dine-in
10112,4425,ital_cpcllo_m,1,2015-03-12 22:26:11,Dine-in
10113,4425,ital_supr_m,1,2015-03-12 22:26:11,Dine-in
10114,4425,soppressata_m,1,2015-03-12 22:26:11,Dine-in
10115,4426,peppr_salami_m,1,2015-03-11 20:24:02,Delivery
10116,4426,spicy_ital_s,1,2015-03-11 20:24:02,Delivery
10117,4427,green_garden_m,1,2015-03-19 14:58:01,Delivery
10118,4428,napolitana_l,1,2015-03-12 15:20:27,Takeaway
10119,4428,pep_msh_pep_m,1,2015-03-12 15:20:27,Takeaway
10120,4428,prsc_argla_l,1,2015-03-12 15:20:27,Takeaway
10121,4429,cali_ckn_s,1,2015-03-18 21:16:21,Dine-in
10122,4430,spicy_ital_l,1,2015-03-14 15:27:34,Takeaway
10123,4431,ital_cpcllo_m,1,2015-03-07 18:31:44,Delivery
10124,4432,big_meat_s,1,2015-03-05 18:43:51,Dine-in
10125,4432,ital_cpcllo_l,1,2015-03-05 18:43:51,Dine-in
10126,4432,southw_ckn_s,1,2015-03-05 18:43:51,Dine-in
10127,4433,spicy_ital_l,1,2015-03-18 15:49:08,Dine-in
10128,4434,veggie_veg_m,1,2015-03-14 19:33:22,Delivery
10129,4435,mediterraneo_m,1,2015-03-14 16:21:16,Delivery
10130,4436,ital_supr_m,1,2015-03-21 11:41:13,Delivery
10131,4436,ital_veggie_s,1,2015-03-21 11:41:13,Delivery
10132,4437,mediterraneo_m,1,2015-03-24 20:56:51,Dine-in
10133,4438,bbq_ckn_m,1,2015-03-16 13:18:31,Dine-in
10134,4438,big_meat_s,1,2015-03-16 13:18:31,Dine-in
10135,4438,four_cheese_l,1,2015-03-16 13:18:31,Dine-in
10136,4439,cali_ckn_s,1,2015-03-15 16:47:58,Takeaway
10137,4439,ital_supr_m,1,2015-03-15 16:47:58,Takeaway
10138,4439,spinach_fet_l,1,2015-03-15 16:47:58,Takeaway
10139,4440,bbq_ckn_m,1,2015-03-20 18:07:39,Dine-in
10140,4440,prsc_argla_m,1,2015-03-20 18:07:39,Dine-in
10141,4441,big_meat_s,1,2015-03-10 20:01:57,Delivery
10142,4441,ckn_alfredo_m,1,2015-03-10 20:01:57,Delivery
10143,4441,four_cheese_l,1,2015-03-10 20:01:57,Delivery
10144,4441,hawaiian_s,1,2015-03-10 20:01:57,Delivery
10145,4442,cali_ckn_l,1,2015-03-18 15:04:35,Takeaway
10146,4442,four_cheese_m,1,2015-03-18 15:04:35,Takeaway
10147,4443,sicilian_l,1,2015-03-20 20:27:32,Dine-in
10148,4444,classic_dlx_l,1,2015-03-21 13:03:09,Delivery
10149,4444,ital_supr_l,1,2015-03-21 13:03:09,Delivery
10150,4444,pepperoni_s,1,2015-03-21 13:03:09,Delivery
10151,4444,spin_pesto_s,1,2015-03-21 13:03:09,Delivery
10152,4445,five_cheese_l,1,2015-03-07 19:52:12,Takeaway
10153,4445,sicilian_l,1,2015-03-07 19:52:12,Takeaway
10154,4445,veggie_veg_m,1,2015-03-07 19:52:12,Takeaway
10155,4446,green_garden_m,1,2015-03-13 21:35:33,Dine-in
10156,4447,bbq_ckn_m,1,2015-03-13 21:00:04,Delivery
10157,4447,pep_msh_pep_l,1,2015-03-13 21:00:04,Delivery
10158,4447,pepperoni_m,1,2015-03-13 21:00:04,Delivery
10159,4447,veggie_veg_s,1,2015-03-13 21:00:04,Delivery
10160,4448,spinach_fet_l,1,2015-03-18 18:14:05,Dine-in
10161,4449,four_cheese_m,1,2015-03-20 14:12:32,Delivery
10162,4449,hawaiian_s,1,2015-03-20 14:12:32,Delivery
10163,4450,spicy_ital_l,1,2015-03-26 13:30:04,Takeaway
10164,4451,green_garden_m,1,2015-03-15 14:16:23,Delivery
10165,4451,thai_ckn_l,1,2015-03-15 14:16:23,Delivery
10166,4452,the_greek_m,1,2015-03-15 18:05:46,Takeaway
10167,4453,spicy_ital_l,1,2015-03-24 13:23:07,Dine-in
10168,4454,cali_ckn_l,1,2015-03-19 22:54:17,Delivery
10169,4454,spinach_supr_s,1,2015-03-19 22:54:17,Delivery
10170,4455,bbq_ckn_m,1,2015-03-24 21:51:24,Delivery
10171,4455,pep_msh_pep_s,1,2015-03-24 21:51:24,Delivery
10172,4455,the_greek_xl,1,2015-03-24 21:51:24,Delivery
10173,4456,spinach_fet_l,1,2015-03-19 11:12:17,Delivery
10174,4456,spinach_fet_s,1,2015-03-19 11:12:17,Delivery
10175,4457,napolitana_s,1,2015-03-11 18:20:35,Takeaway
10176,4457,pepperoni_m,1,2015-03-11 18:20:35,Takeaway
10177,4457,peppr_salami_s,1,2015-03-11 18:20:35,Takeaway
10178,4457,thai_ckn_m,1,2015-03-11 18:20:35,Takeaway
10179,4458,five_cheese_l,1,2015-03-10 20:23:25,Takeaway
10180,4458,ital_cpcllo_m,1,2015-03-10 20:23:25,Takeaway
10181,4458,thai_ckn_s,1,2015-03-10 20:23:25,Takeaway
10182,4459,spicy_ital_l,1,2015-03-09 14:53:19,Dine-in
10183,4460,big_meat_s,1,2015-03-21 18:55:19,Takeaway
10184,4460,calabrese_m,1,2015-03-21 18:55:19,Takeaway
10185,4460,four_cheese_l,1,2015-03-21 18:55:19,Takeaway
10186,4460,mexicana_l,1,2015-03-21 18:55:19,Takeaway
10187,4461,sicilian_m,1,2015-03-24 15:21:38,Delivery
10188,4462,the_greek_m,1,2015-03-28 13:28:39,Takeaway
10189,4463,big_meat_s,1,2015-03-22 19:23:23,Delivery
10190,4463,southw_ckn_s,1,2015-03-22 19:23:23,Delivery
10191,4464,ckn_alfredo_l,1,2015-03-24 22:43:19,Delivery
10192,4464,southw_ckn_l,1,2015-03-24 22:43:19,Delivery
10193,4465,ital_veggie_l,1,2015-03-14 15:11:44,Dine-in
10194,4466,cali_ckn_s,1,2015-03-11 18:19:03,Dine-in
10195,4466,ital_supr_l,1,2015-03-11 18:19:03,Dine-in
10196,4467,ital_cpcllo_m,1,2015-03-22 14:41:21,Dine-in
10197,4467,napolitana_m,1,2015-03-22 14:41:21,Dine-in
10198,4467,spinach_supr_m,1,2015-03-22 14:41:21,Dine-in
10199,4468,veggie_veg_m,1,2015-03-20 21:33:24,Delivery
10200,4469,ckn_pesto_s,1,2015-03-18 21:14:20,Takeaway
10201,4469,spicy_ital_l,1,2015-03-18 21:14:20,Takeaway
10202,4469,veggie_veg_m,1,2015-03-18 21:14:20,Takeaway
10203,4470,pepperoni_s,1,2015-03-20 13:50:17,Delivery
10204,4470,sicilian_l,1,2015-03-20 13:50:17,Delivery
10205,4470,spinach_fet_m,1,2015-03-20 13:50:17,Delivery
10206,4471,big_meat_s,1,2015-03-19 21:52:44,Takeaway
10207,4471,ital_cpcllo_l,1,2015-03-19 21:52:44,Takeaway
10208,4471,spinach_fet_s,1,2015-03-19 21:52:44,Takeaway
10209,4471,thai_ckn_s,1,2015-03-19 21:52:44,Takeaway
10210,4472,ital_cpcllo_s,1,2015-03-25 13:03:45,Dine-in
10211,4473,ital_supr_m,1,2015-03-25 12:52:08,Delivery
10212,4474,bbq_ckn_l,1,2015-03-21 19:13:43,Takeaway
10213,4474,ital_supr_m,1,2015-03-21 19:13:43,Takeaway
10214,4475,soppressata_s,1,2015-03-22 15:00:08,Delivery
10215,4476,peppr_salami_m,1,2015-03-21 18:32:58,Dine-in
10216,4477,bbq_ckn_s,1,2015-03-15 19:59:32,Takeaway
10217,4477,big_meat_s,1,2015-03-15 19:59:32,Takeaway
10218,4477,southw_ckn_l,1,2015-03-15 19:59:32,Takeaway
10219,4477,spicy_ital_l,1,2015-03-15 19:59:32,Takeaway
10220,4478,calabrese_m,1,2015-03-22 12:49:40,Takeaway
10221,4478,green_garden_s,1,2015-03-22 12:49:40,Takeaway
10222,4478,spinach_fet_l,1,2015-03-22 12:49:40,Takeaway
10223,4478,the_greek_m,1,2015-03-22 12:49:40,Takeaway
10224,4479,big_meat_s,1,2015-03-10 14:46:06,Takeaway
10225,4479,ckn_alfredo_m,1,2015-03-10 14:46:06,Takeaway
10226,4479,four_cheese_l,1,2015-03-10 14:46:06,Takeaway
10227,4479,green_garden_m,1,2015-03-10 14:46:06,Takeaway
10228,4479,mexicana_l,1,2015-03-10 14:46:06,Takeaway
10229,4479,napolitana_l,1,2015-03-10 14:46:06,Takeaway
10230,4479,soppressata_m,1,2015-03-10 14:46:06,Takeaway
10231,4479,southw_ckn_l,1,2015-03-10 14:46:06,Takeaway
10232,4479,spinach_fet_m,1,2015-03-10 14:46:06,Takeaway
10233,4479,thai_ckn_l,1,2015-03-10 14:46:06,Takeaway
10234,4480,bbq_ckn_m,1,2015-03-24 16:42:32,Delivery
10235,4481,classic_dlx_s,1,2015-03-11 14:49:01,Delivery
10236,4482,cali_ckn_m,1,2015-03-19 12:28:49,Delivery
10237,4482,classic_dlx_m,1,2015-03-19 12:28:49,Delivery
10238,4482,four_cheese_l,1,2015-03-19 12:28:49,Delivery
10239,4482,hawaiian_s,1,2015-03-19 12:28:49,Delivery
10240,4482,ital_supr_l,1,2015-03-19 12:28:49,Delivery
10241,4482,ital_supr_s,1,2015-03-19 12:28:49,Delivery
10242,4482,mexicana_l,2,2015-03-19 12:28:49,Delivery
10243,4482,napolitana_l,1,2015-03-19 12:28:49,Delivery
10244,4482,peppr_salami_l,1,2015-03-19 12:28:49,Delivery
10245,4482,sicilian_l,1,2015-03-19 12:28:49,Delivery
10246,4482,sicilian_s,1,2015-03-19 12:28:49,Delivery
10247,4482,southw_ckn_s,1,2015-03-19 12:28:49,Delivery
10248,4482,the_greek_xl,1,2015-03-19 12:28:49,Delivery
10249,4482,veggie_veg_l,1,2015-03-19 12:28:49,Delivery
10250,4483,classic_dlx_s,2,2015-03-13 12:55:07,Takeaway
10251,4484,bbq_ckn_m,1,2015-03-21 20:09:32,Delivery
10252,4484,spinach_supr_l,1,2015-03-21 20:09:32,Delivery
10253,4485,ital_supr_m,1,2015-03-18 21:35:58,Delivery
10254,4485,mediterraneo_l,1,2015-03-18 21:35:58,Delivery
10255,4486,ckn_alfredo_m,1,2015-03-09 13:13:34,Delivery
10256,4487,calabrese_m,1,2015-03-20 14:21:28,Takeaway
10257,4487,cali_ckn_s,1,2015-03-20 14:21:28,Takeaway
10258,4487,southw_ckn_l,1,2015-03-20 14:21:28,Takeaway
10259,4487,spinach_fet_m,1,2015-03-20 14:21:28,Takeaway
10260,4488,classic_dlx_l,1,2015-03-15 19:49:31,Takeaway
10261,4488,four_cheese_l,1,2015-03-15 19:49:31,Takeaway
10262,4488,hawaiian_l,1,2015-03-15 19:49:31,Takeaway
10263,4488,ital_cpcllo_l,1,2015-03-15 19:49:31,Takeaway
10264,4489,sicilian_s,1,2015-03-23 22:32:00,Delivery
10265,4489,thai_ckn_l,1,2015-03-23 22:32:00,Delivery
10266,4490,napolitana_s,1,2015-03-18 14:27:52,Takeaway
10267,4491,cali_ckn_m,1,2015-03-20 21:06:30,Delivery
10268,4491,ital_supr_m,1,2015-03-20 21:06:30,Delivery
10269,4492,bbq_ckn_m,1,2015-03-13 17:35:51,Delivery
10270,4492,soppressata_s,1,2015-03-13 17:35:51,Delivery
10271,4493,soppressata_s,1,2015-03-15 22:35:34,Dine-in
10272,4493,spinach_fet_l,1,2015-03-15 22:35:34,Dine-in
10273,4494,spicy_ital_l,1,2015-03-16 13:49:39,Delivery
10274,4494,veggie_veg_s,1,2015-03-16 13:49:39,Delivery
10275,4495,hawaiian_m,1,2015-03-23 22:40:43,Takeaway
10276,4495,spicy_ital_l,1,2015-03-23 22:40:43,Takeaway
10277,4496,bbq_ckn_l,1,2015-03-27 16:33:38,Dine-in
10278,4496,hawaiian_l,1,2015-03-27 16:33:38,Dine-in
10279,4496,ital_supr_m,1,2015-03-27 16:33:38,Dine-in
